end_date,intrinsic,trigger
2007-02-25,"Natural gas prices in the US generally track crude oil prices, leading to expected short-term fluctuations.",
2007-03-04,"Henry Hub natural gas spot price declined 27 cents/MMBtu in a week. Crude oil, natural gas, and benzene prices are affected by supply/demand and global economic trends.",
2007-03-11,Weekly updates of global jet fuel price index and SA petrol price linkage to USD. Short-term oil price expectations influenced by upcoming OPEC meeting and recent fall in U.S. gasoline/crude inventories.,
2007-03-18,US refinery yield of gasoline is higher than Iran's (0.89 vs <0.5). Short-term gas prices expected to remain high due to global demand and supply chain disruptions.,
2007-03-25,Historical real price spread between gasoline and residual fuel oil (1983-2006) noted; expected oil price fluctuations and long-term energy market shifts.,
2007-04-01,US is a major consumer of foreign oil; refinery outages can impact petroleum prices.,Ongoing refinery outages and geopolitical tensions contribute to high oil prices.
2007-04-08,"High oil and gasoline prices were a significant public concern, affecting expenditures and influencing attitudes towards climate change.",
2007-04-15,"US increasing dependence on imported energy, oil/gas companies paying royalties. Oil/gas prices expected to fluctuate with global demand/supply.",
2007-04-22,"Fact about United States Natural Gas Fund (UNG) tracking natural gas prices. Gas prices expected to rise this summer, potentially below 2006 levels. Long-term outlook on alternative energy.",
2007-04-29,Expected springtime run-up in gasoline prices and higher crude oil prices; US heavily reliant on oil in 2007.,
2007-05-06,EIA projected long-term increase in crude oil prices; short-term fuel price fluctuations expected.,
2007-05-13,"Global oil price was $15.50/barrel on May 8, 2007; outlook for continued volatility and long-term shift to alternative energy sources.",
2007-05-20,Factual dynamics: global oil price peaked above US$140 in 2008; average terminal rack price determines seized fuel selling price.,
2007-05-27,Start of summer driving season expected to increase gasoline prices.,U.S. retail gasoline prices hit an all-time high of $3.227/gallon.
2007-06-03,Ongoing refinery capacity issues in the U.S. led to high gasoline prices during this period.,
2007-06-10,Ongoing rising gas prices and energy policy salience in the US; expected continued price increases.,
2007-06-17,Historical fact of 1973-1979 oil price increases due to OPEC; predictions of future oil price fluctuations and shift to sustainable energy.,
2007-06-24,Factual dynamics of international gasoline market; short-term prediction of rising gasoline prices due to increasing crude oil prices and strong demand.,
2007-07-01,"National average gasoline price in US was $2.975/gallon in June 2007, a reported economic fact for the period.",
2007-07-08,"Crude oil prices are near-record highs, leading to significant profits for oil companies.",
2007-07-15,High fuel prices impacting US vehicle market; US economy grew higher than expected in 2006; fuel prices expected to remain high and volatile.,
2007-07-22,"Expectation of continued rise in gas prices due to increasing crude oil costs, affecting consumer behavior and the economy.",
2007-07-29,"Objective facts about crude oil price impact on refineries and retail gas, biofuels' role in emissions and oil dependence, and international petrol benchmarks affecting unleaded petrol prices are noted.",
2007-08-05,"Gasoline prices are factually influenced by crude oil prices, leading to expected short-term volatility.",
2007-08-12,High gasoline and diesel prices in 2007 contributed to higher transportation and food costs.,
2007-08-19,Historical US policy change on synthetic fuels (mid-1980s) and long-term implications of fossil fuel reliance and fluctuating oil prices.,
2007-08-26,"2007 average gasoline price in Norway was high. Expected long-term energy demand increase from China's growth, driving alternative energy focus. Short-term oil price volatility due to potential natural disasters/geopolitical tensions.",
2007-09-02,Fact: GTL plant cost comparable to oil refinery. Expect continued pressure on corn prices from ethanol demand; long-term shift to alternative fuels.,
2007-09-09,Sustained high crude oil prices (US$77 by late 2006) with expectations of continued short-term increases and long-term economic adaptation.,
2007-09-16,"Expected fall in oil demand and prices due to increased gasoline tax; short-term fluctuations from global demand, supply, and refinery shutdowns.",
2007-09-23,US government aims to reduce fuel prices and increase energy security via EPAct; Rocky Mountain States hold 22% of US natural gas reserves.,
2007-09-30,Existence of compressed natural gas (CNG) and liquefied natural gas (LNG) fueling stations in the US and Canada as of 2007.,
2007-10-07,"US consumed one-third of world oil in 2007, with two-thirds for transport. Gasoline prices expected to fluctuate based on global demand/supply.",
2007-10-14,Crude oil prices declined to below $80/barrel; gasoline price expected to increase.,
2007-10-21,"Sustained high oil prices since 2001 due to strong global demand outpacing production capacity, expected to continue.",
2007-10-28,Realized fact: $1 oil price increase adds $10M in annual fuel costs for Alaska Air Group before hedges.,
2007-11-04,Historical U.S. gasoline prices showed past fluctuations; continued price volatility and discussions on alternative energy expected.,
2007-11-11,"Oil prices surging, with crude prices not yet fully reflected at the pump but expected to rise soon, potentially reaching new highs.",
2007-11-18,"Oil prices were volatile and increasing, impacting gasoline prices.",
2007-11-25,"Factual observation of surging oil prices in 2007, with crude oil hitting $100 and jet fuel peaking at $181.80.",
2007-12-02,"Crude oil was trading between $70-$75 per barrel in November 2007, a realized market fact.",
2007-12-09,USL ETF tracks WTI crude oil; short-term oil prices expected to rise due to demand/supply dynamics.,
2007-12-16,"U.S. economy's primary dependence on oil for energy, consuming a quarter of global production, with potential short-term impacts from high prices on agriculture and transport.",
2007-12-23,"Average crude oil price for 2007 was $66 per barrel, with expected short-term fluctuations.",
2007-12-30,"US was a net crude oil importer in 2007. Oil prices expected to fluctuate, affecting consumer behavior. Long-term shift towards alternative energy sources.",
2008-01-06,"Gasoline prices influenced by oil supply/demand and refining costs; expected to continue rising, potentially reaching a monthly peak in the short-term.",
2008-01-13,"U.S. retail gasoline price jumped 5.6 cents to $3.11/gallon over the past week, reflecting record high oil prices.",
2008-01-20,"As of 2008, rising energy prices increased living costs, especially for heating and electricity. This was expected to lead to continued high oil prices, driving up fuel, food, and essential goods costs, causing inflationary pressures.",
2008-01-27,Current oil price below $87 due to observed weakening demand for refined fuels like heating oil and gasoline.,U.S. recession fears contributing to price decrease; milder winter weather reducing fuel demand.
2008-02-03,Crude oil prices rose due to increasing global demand; soybean oil price volatility; Exxon Mobil reported record profits from high oil prices.,Shortage of additives in oil-refining process expected to cause short-term gas price spike.
2008-02-10,US gasoline price increased by $1.03 during the week.,
2008-02-17,"Known 2007 US economic challenges: housing slowdown, rising energy prices. Predictions of continued energy price increases and economic challenges in the short-term.",
